NP_001008373.1	XP_047272808.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001008373.1	XP_047272807.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001008373.1	XP_047272806.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001008373.1	NP_776158.2	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375041.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375040.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375039.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375038.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375037.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001008373.1	NP_001375036.1	0.0	937	92.562	484	100	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001009881.1	XP_047272281.1	0.0	3414	100.000	1645	100	terminal uridylyltransferase 4 isoform X4 [Homo sapiens]
NP_001009881.1	NP_001009881.1	0.0	3414	100.000	1645	100	terminal uridylyltransferase 4 isoform a [Homo sapiens]
NP_001009881.1	XP_047272282.1	0.0	3407	99.939	1645	100	terminal uridylyltransferase 4 isoform X5 [Homo sapiens]
NP_001009881.1	NP_056084.1	0.0	3407	99.939	1645	100	terminal uridylyltransferase 4 isoform b [Homo sapiens]
NP_001009881.1	XP_047272283.1	0.0	3399	99.696	1645	100	terminal uridylyltransferase 4 isoform X6 [Homo sapiens]
NP_001009881.1	XP_005270737.1	0.0	3399	99.696	1645	100	terminal uridylyltransferase 4 isoform X6 [Homo sapiens]
NP_001009881.1	XP_011539399.1	0.0	3365	100.000	1623	99	terminal uridylyltransferase 4 isoform X1 [Homo sapiens]
NP_001009881.1	XP_005270733.1	0.0	3365	100.000	1623	99	terminal uridylyltransferase 4 isoform X1 [Homo sapiens]
NP_001009881.1	XP_005270735.1	0.0	3360	99.938	1623	99	terminal uridylyltransferase 4 isoform X2 [Homo sapiens]
NP_001009881.1	XP_047272280.1	0.0	3351	99.692	1623	99	terminal uridylyltransferase 4 isoform X3 [Homo sapiens]
NP_001012968.3	NP_001165276.2	0.0	833	72.670	633	88	terminal nucleotidyltransferase 4A isoform 2 [Homo sapiens]
NP_001012968.3	NP_008930.2	0.0	833	72.670	633	88	terminal nucleotidyltransferase 4A isoform 1 [Homo sapiens]
NP_001012968.3	XP_047272622.1	0.0	645	90.643	342	48	terminal nucleotidyltransferase 4A isoform X1 [Homo sapiens]
NP_001012968.3	XP_047272621.1	0.0	645	90.643	342	48	terminal nucleotidyltransferase 4A isoform X1 [Homo sapiens]
NP_001012968.3	XP_047272620.1	0.0	645	90.643	342	48	terminal nucleotidyltransferase 4A isoform X1 [Homo sapiens]
NP_001012968.3	XP_047272624.1	0.0	630	90.691	333	46	terminal nucleotidyltransferase 4A isoform X3 [Homo sapiens]
NP_001012968.3	XP_047272623.1	0.0	630	90.691	333	46	terminal nucleotidyltransferase 4A isoform X2 [Homo sapiens]
NP_001012968.3	XP_016864477.1	0.0	630	90.691	333	46	terminal nucleotidyltransferase 4A isoform X2 [Homo sapiens]
NP_001012968.3	NP_001352252.1	0.0	546	71.200	375	52	terminal nucleotidyltransferase 4B isoform c [Homo sapiens]
NP_001012968.3	XP_011521577.1	0.0	545	71.200	375	52	terminal nucleotidyltransferase 4B isoform X1 [Homo sapiens]
NP_001018181.1	XP_047290433.1	6.62e-66	227	39.233	339	48	terminal nucleotidyltransferase 4B isoform X6 [Homo sapiens]
NP_001018181.1	XP_011521580.1	6.76e-66	228	39.233	339	48	terminal nucleotidyltransferase 4B isoform X5 [Homo sapiens]
NP_001018181.1	NP_001035374.2	2.05e-65	231	38.701	354	50	terminal nucleotidyltransferase 4B isoform a [Homo sapiens]
NP_001018181.1	XP_011521577.1	2.09e-65	231	38.701	354	50	terminal nucleotidyltransferase 4B isoform X1 [Homo sapiens]
NP_001018181.1	NP_001035375.2	2.23e-65	230	38.701	354	50	terminal nucleotidyltransferase 4B isoform b [Homo sapiens]
NP_001018181.1	XP_011521578.1	2.27e-65	230	38.701	354	50	terminal nucleotidyltransferase 4B isoform X2 [Homo sapiens]
NP_001018181.1	XP_047290432.1	4.18e-65	229	38.701	354	50	terminal nucleotidyltransferase 4B isoform X4 [Homo sapiens]
NP_001018181.1	NP_001352252.1	4.78e-65	230	38.701	354	50	terminal nucleotidyltransferase 4B isoform c [Homo sapiens]
NP_001018181.1	NP_001352253.1	6.75e-65	230	38.701	354	50	terminal nucleotidyltransferase 4B isoform d [Homo sapiens]
NP_001018181.1	XP_047290431.1	8.43e-65	229	38.701	354	50	terminal nucleotidyltransferase 4B isoform X3 [Homo sapiens]
NP_001018436.1	NP_001375059.1	2.93e-154	449	52.609	460	93	poly(A) RNA polymerase GLD2 isoform 10 [Homo sapiens]
NP_001018436.1	XP_047272811.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001018436.1	XP_047272810.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001018436.1	XP_047272809.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001018436.1	NP_001375058.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001018436.1	NP_001375057.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001018436.1	NP_001375056.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001018436.1	NP_001375055.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001018436.1	NP_001375054.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001018436.1	NP_001375053.1	9.83e-154	448	52.814	462	93	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001021433.1	NP_001375065.1	9.64e-42	159	36.928	306	37	poly(A) RNA polymerase GLD2 isoform 14 [Homo sapiens]
NP_001021433.1	NP_001375060.1	3.16e-41	159	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 11 [Homo sapiens]
NP_001021433.1	XP_047272808.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021433.1	XP_047272807.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021433.1	XP_047272806.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021433.1	NP_776158.2	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021433.1	NP_001375041.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021433.1	NP_001375040.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021433.1	NP_001375039.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021433.1	NP_001375038.1	4.43e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021434.1	NP_001375065.1	8.87e-42	159	36.928	306	37	poly(A) RNA polymerase GLD2 isoform 14 [Homo sapiens]
NP_001021434.1	NP_001375060.1	3.70e-41	159	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 11 [Homo sapiens]
NP_001021434.1	XP_047272808.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021434.1	XP_047272807.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021434.1	XP_047272806.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform X3 [Homo sapiens]
NP_001021434.1	NP_776158.2	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021434.1	NP_001375041.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021434.1	NP_001375040.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021434.1	NP_001375039.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021434.1	NP_001375038.1	4.49e-41	160	37.294	303	37	poly(A) RNA polymerase GLD2 isoform 1 [Homo sapiens]
NP_001021844.1	NP_001375061.1	1.11e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 12 [Homo sapiens]
NP_001021844.1	NP_001375065.1	1.27e-59	209	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 14 [Homo sapiens]
NP_001021844.1	NP_001375059.1	1.98e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 10 [Homo sapiens]
NP_001021844.1	XP_047272811.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001021844.1	XP_047272810.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001021844.1	XP_047272809.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform X4 [Homo sapiens]
NP_001021844.1	NP_001375058.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001021844.1	NP_001375057.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001021844.1	NP_001375056.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001021844.1	NP_001375055.1	2.00e-59	212	34.031	382	44	poly(A) RNA polymerase GLD2 isoform 2 [Homo sapiens]
NP_001025359.1	NP_073741.3	5.13e-82	283	49.638	276	35	speckle targeted PIP5K1A-regulated poly(A) polymerase isoform 1 [Homo sapiens]
NP_001025359.1	NP_060579.3	7.77e-71	245	30.000	510	63	poly(A) RNA polymerase, mitochondrial precursor [Homo sapiens]
NP_001025359.1	NP_001354835.1	1.04e-57	207	47.664	214	27	speckle targeted PIP5K1A-regulated poly(A) polymerase isoform 2 [Homo sapiens]
NP_001025359.1	NP_001317647.1	3.73e-30	130	28.529	340	42	terminal uridylyltransferase 7 isoform 3 [Homo sapiens]
NP_001025359.1	XP_047279823.1	5.46e-30	130	28.529	340	42	terminal uridylyltransferase 7 isoform X2 [Homo sapiens]
NP_001025359.1	XP_006717346.1	5.46e-30	130	28.529	340	42	terminal uridylyltransferase 7 isoform X2 [Homo sapiens]
NP_001025359.1	XP_016870620.1	5.96e-30	130	28.529	340	42	terminal uridylyltransferase 7 isoform X4 [Homo sapiens]
